condition,claim,food,food_id,prep_state,rasa,guna,virya,vipaka,dosha_effect,prabhava,classical_entry,screen_rule,screen_saw,claim_ok,should_be,vaidya_notes
amavata,pathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
amavata,pathya,Tila (Sesame Seeds),sesame_seeds_til,raw,sweet; bitter; astringent,guru; snigdha,heating,pungent,V-2 P+1 K+1,"Balya and Vata-hara, and the Kushtha caution that comes with it — Tila with milk is named Viruddha in the Kushtha Nidana (Charaka Chikitsa 7).",bhavaprakasha,,,,,
amavata,pathya,Tila Taila (Sesame Oil),sesame_oil,prepared,sweet; bitter; astringent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K+1,"Pitta-vardhaka despite a rasa set that is entirely Pitta-pacifying — the ushna virya governs here, which is why Tila Taila is the Vata oil and not the Pitta one.",bhavaprakasha,,,,,
anemia,apathya,Dadhi (Curd),curd_yogurt,prepared,sour; sweet,guru; snigdha; picchila,heating,sour,V-1 P+2 K+2,,bhavaprakasha,,,,,
anemia,apathya,Green Tea,green_tea,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
anemia,pathya,Amalaki (Amla),amla,ripe,sour; astringent; sweet,laghu; ruksha,cooling,sweet,V-1 P-2 K-1,Amla rasa with shita virya and madhura vipaka — the combination is unique to Amalaki and is why the one sour fruit in the pharmacopoeia is given freely in Pitta. Rasayana and tridoshaghna.,bhavaprakasha,,,,,
anemia,pathya,Amra (Mango),mango,ripe,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Ripe Amra is Vrishya and Balya, and ushna despite a purely madhura rasa — the reason it is a summer fruit that nonetheless aggravates Pitta in quantity.",bhavaprakasha,,,,,
anemia,pathya,Anjeera (Figs),figs,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
anemia,pathya,Badama (Almonds),almonds,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Medhya, Balya and Vrishya — the actions that make Badama a Rasayana rather than a fat, and the reason it is soaked and peeled before use.",bhavaprakasha,,,,,
anemia,pathya,Chanaka (Kabuli Chana),chhole,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Chikoo (Sapota),chikoo_sapota,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
anemia,pathya,Chilgoza (Pine Nuts),pine_nuts,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,,,,,
anemia,pathya,Dadima (Pomegranate),pomegranate,ripe,sweet; sour; astringent,laghu; snigdha,cooling,sweet,V-1 P-1 K-1,"Tridoshaghna and Hridya — the sweet Dadima is one of the few fruits the texts give to all three Doshas, and the one prescribed in Grahani and in convalescence.",bhavaprakasha,,,,,
anemia,pathya,Daliya (Broken Wheat),daliya,cooked,sweet,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
anemia,pathya,Draksha (Grapes),grapes,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Phalottama — the texts call Draksha the best of fruits and give it in all three Doshas, which no other madhura, guru fruit here earns.",bhavaprakasha,,,,,
anemia,pathya,Garjara (Carrot),carrot,cooked,sweet; bitter,laghu; ruksha,heating,pungent,V-1 P+1 K-1,"Deepana and Grahi — Garjara is warming and binding, which is why it is a winter root and not the cooling one its madhura rasa suggests.",bhavaprakasha,,,,,
anemia,pathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
anemia,pathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
anemia,pathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
anemia,pathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
anemia,pathya,Kamala Kanda (Lotus Stem),lotus_stem,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
anemia,pathya,Kharjura (Dates),dates,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+2,"Brimhana and Balya — Kharjura is the classical convalescent fruit, given to rebuild after depletion where its guru guna would otherwise argue against it.",bhavaprakasha,,,,,
anemia,pathya,Kilata (Paneer),paneer,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
anemia,pathya,Kiwi,kiwi,ripe,sweet; sour,laghu; snigdha,cooling,sour,V-1 P+0 K+0,,no — extrapolated,,,,,
anemia,pathya,Kushmanda (Pumpkin),pumpkin,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+1,"Medhya and Hridya — Kushmanda is the Rasayana gourd, given in mental and cardiac depletion, which is not an action any of its qualities predict.",bhavaprakasha,,,,,
anemia,pathya,Kushmanda Bija (Pumpkin Seeds),pumpkin_seeds,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,"Krimighna and Mutrala — the anthelmintic and diuretic actions the texts give Kushmanda seed, neither of which follows from its rasa.",bhavaprakasha,,,,,
anemia,pathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
anemia,pathya,Masura (Whole Brown Lentil),lentils_brown,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+2 P+0 K-1,,bhavaprakasha,,,,,
anemia,pathya,Mosambi (Sweet Lime),mosambi_sweet_lime,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
anemia,pathya,Mudga (Sprouted Moong),sprouted_moong,sprouted,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Mudga (Yellow Moong Dal),moong_dal_yellow,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+0 P-1 K-1,"Shreshtha among the Shimbi — the one legume the texts call tridoshaghna and prescribe in fever, in convalescence and to a weak Agni, where every other legume in this varga is withheld.",bhavaprakasha,,,,,
anemia,pathya,Nagaranga (Orange),orange,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P+0 K+1,,bhavaprakasha,,,,,
anemia,pathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
anemia,pathya,Nutritional Yeast,nutritional_yeast,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
anemia,pathya,Padmabija (Makhana / Fox Nuts),fox_nuts_makhana,roasted,sweet; astringent,guru; snigdha; sthira,cooling,sweet,V-1 P-1 K+1,"Garbhasthapana and Vrishya — Makhana is the one nut given freely in pregnancy, which is why it is here and Kaju is not.",bhavaprakasha,,,,,
anemia,pathya,Palakya (Palak),palak,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Palakya (Spinach),spinach,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Palanki (Beetroot),beetroot,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,bhavaprakasha,,,,,
anemia,pathya,Rajamasha (Black-Eyed Peas),black_eyed_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Ramdana (Amaranth),amaranth,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,bhavaprakasha,,,,,
anemia,pathya,Santanika (Cream),cream,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-2 P-1 K+2,,bhavaprakasha,,,,,
anemia,pathya,Shakarkand (Sweet Potato),sweet_potato,cooked,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
anemia,pathya,Shigru (Drumstick / Moringa),drumstick_moringa,cooked,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Shothahara and Krimighna — Shigru is the anti-inflammatory Shaka, given in Amavata and in Shotha where a katu-tikta vegetable would otherwise be avoided for Vata.",bhavaprakasha,,,,,
anemia,pathya,Tila (Sesame Seeds),sesame_seeds_til,raw,sweet; bitter; astringent,guru; snigdha,heating,pungent,V-2 P+1 K+1,"Balya and Vata-hara, and the Kushtha caution that comes with it — Tila with milk is named Viruddha in the Kushtha Nidana (Charaka Chikitsa 7).",bhavaprakasha,,,,,
arsha,apathya,Adhaki (Toor Dal),toor_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
arsha,apathya,Amra (Raw Mango),raw_mango,unripe,sour; astringent,laghu; ruksha,heating,sour,V+1 P+2 K-1,,bhavaprakasha,,,,,
arsha,apathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
arsha,apathya,Black Beans,black_beans,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K-1,,no — extrapolated,,,,,
arsha,apathya,Chanaka (Chana Dal),chana_dal,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
arsha,apathya,Chanaka (Kabuli Chana),chhole,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
arsha,apathya,Kidney Beans,kidney_beans,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
arsha,apathya,Maricha (Black Pepper),black_pepper,prepared,pungent,laghu; tikshna; ruksha,heating,pungent,V-1 P+2 K-2,"Vata-kapha hara at culinary dose, where the deepana action dominates the Vata-raising tendency of katu rasa. In quantity the rasa wins — which is why Maricha is classically a pinch and not a spoon.",bhavaprakasha,,,,,
arsha,apathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
arsha,apathya,Paratha,paratha,cooked,sweet,guru; snigdha; sthira,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule. The preparation decides: sneha taken to griddle heat turns the virya ushna, which is Vidahi — the same reason fried food is the first Apathya named in Amlapitta.",no — extrapolated,,,,,
arsha,apathya,Rajamasha (Black-Eyed Peas),black_eyed_peas,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
arsha,apathya,Rajma (Kidney Beans),rajma,cooked,sweet; astringent,guru; ruksha; sthira,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,,,,,
arsha,apathya,Raktaphala (Tomato),tomato,raw,sour; sweet,laghu; snigdha,heating,sour,V-1 P+2 K-1,,no — extrapolated,,,,,
arsha,apathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
arsha,apathya,Shunthi Kwatha (Ginger Tea),ginger_tea,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Made from Shunthi, and carries its exception: madhura vipaka despite katu rasa, and vata-hara where the rasa alone would raise Vata.",bhavaprakasha,,,,,
arsha,pathya,Kanda (Yam),yam,cooked,sweet; astringent,guru; ruksha,heating,sweet,V-1 P+1 K-1,"Arshoghna — Surana is the classical haemorrhoid remedy, the action it is named for and one no part of its rasa predicts.",bhavaprakasha,,,,,
arsha,pathya,Navanita (Fresh Butter),butter,prepared,sweet; astringent,guru; snigdha; mridu,cooling,sweet,V-2 P-1 K+1,"Fresh Navanita is deepana and grahi where aged butter is neither — the classical distinction, and why it is given in Arsha and Grahani.",bhavaprakasha,,,,,
arsha,pathya,Takra (Buttermilk),buttermilk_chaas,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Grahi and deepana — the classical Grahani medicine, and the reason Takra is prescribed where Dadhi, made from the same milk, is withheld (Charaka Chikitsa 15).",bhavaprakasha,,,,,
arsha,pathya,Tila Taila (Sesame Oil),sesame_oil,prepared,sweet; bitter; astringent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K+1,"Pitta-vardhaka despite a rasa set that is entirely Pitta-pacifying — the ushna virya governs here, which is why Tila Taila is the Vata oil and not the Pitta one.",bhavaprakasha,,,,,
asthma,apathya,Cottage Cheese,cottage_cheese,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P+0 K+2,,no — extrapolated,,,,,
asthma,apathya,Dadhi (Curd),curd_yogurt,prepared,sour; sweet,guru; snigdha; picchila,heating,sour,V-1 P+2 K+2,,bhavaprakasha,,,,,
asthma,apathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
asthma,apathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
asthma,apathya,Kilata (Paneer),paneer,prepared,sweet,guru; snigdha; picchila,cooling,sweet,V-1 P-1 K+2,,bhavaprakasha,,,,,
asthma,apathya,Lassi (Sweetened Takra),lassi,prepared,sweet; sour,guru; snigdha,cooling,sweet,V-1 P-1 K+2,"Sweetening and thickening reverse Takra's action: sweet Lassi is guru and Kapha-vardhaka where the Takra it is made from is laghu and Kapha-hara. The preparation, not the milk, decides.",bhavaprakasha,,,,,
asthma,apathya,Mosambi (Sweet Lime),mosambi_sweet_lime,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
asthma,apathya,Nagaranga (Orange),orange,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P+0 K+1,,bhavaprakasha,,,,,
asthma,pathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
asthma,pathya,Ela (Green Cardamom),cardamom_elaichi,prepared,pungent; sweet,laghu; ruksha,cooling,sweet,V-1 P-1 K-1,Shita virya despite katu rasa — the classical exception that makes Ela the aromatic given in Pitta conditions where Maricha and Twak are barred.,bhavaprakasha,,,,,
asthma,pathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
asthma,pathya,Maricha (Black Pepper),black_pepper,prepared,pungent,laghu; tikshna; ruksha,heating,pungent,V-1 P+2 K-2,"Vata-kapha hara at culinary dose, where the deepana action dominates the Vata-raising tendency of katu rasa. In quantity the rasa wins — which is why Maricha is classically a pinch and not a spoon.",bhavaprakasha,,,,,
asthma,pathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
asthma,pathya,Shunthi Kwatha (Ginger Tea),ginger_tea,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Made from Shunthi, and carries its exception: madhura vipaka despite katu rasa, and vata-hara where the rasa alone would raise Vata.",bhavaprakasha,,,,,
asthma,pathya,Tulsi Tea,tulsi_tea,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Hridya and Rasayana — Tulsi's specific action carries it past what its katu-tikta rasa alone would do, which is why it is given as a daily drink and Maricha is not.",bhavaprakasha,,,,,
asthma,pathya,Yavani (Ajwain),ajwain,prepared,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-2 P+1 K-2,Vata-anulomana and shula-prashamana — the classical carminative. It clears the Anaha through which its own katu-tikta rasa would aggravate Vata.,bhavaprakasha,,,,,
constipation,apathya,Gavar (Cluster Beans),cluster_beans_gavar,cooked,astringent; sweet; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
constipation,apathya,Green Tea,green_tea,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
constipation,apathya,Jambu (Jamun),jamun,ripe,astringent; sour; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-2,"The classical Prameha fruit — Jambu's Kapha-Meda reducing action is the one the texts single it out for, and the seed is used where the fruit is not.",bhavaprakasha,,,,,
constipation,apathya,Jowar (Sorghum),millet_jowar,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-2,,bhavaprakasha,,,,,
constipation,apathya,Kadali Kanda (Raw Banana),raw_banana,unripe,astringent; sweet,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
constipation,apathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
constipation,apathya,Masura (Masoor Dal),masoor_dal,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+0 K-1,"Grahi — it binds the stool, which is why Masura is given in loose motions and is the legume withheld in constipation.",bhavaprakasha,,,,,
constipation,apathya,Masura (Whole Brown Lentil),lentils_brown,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+2 P+0 K-1,,bhavaprakasha,,,,,
constipation,apathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
constipation,pathya,Akshota (Walnuts),walnuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,,,,,
constipation,pathya,Anjeera (Figs),figs,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
constipation,pathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
constipation,pathya,Atasi (Flax Seeds),flax_seeds,raw,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-2 P+1 K+0,"Ushna virya and katu vipaka against a madhura-kashaya rasa — the classical caution on Atasi, and why it is a Vata-Kapha seed rather than a cooling one.",bhavaprakasha,,,,,
constipation,pathya,Badama (Almonds),almonds,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Medhya, Balya and Vrishya — the actions that make Badama a Rasayana rather than a fat, and the reason it is soaked and peeled before use.",bhavaprakasha,,,,,
constipation,pathya,Brown Rice,brown_rice,cooked,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
constipation,pathya,Chia Seeds,chia_seeds,raw,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+0,,no — extrapolated,,,,,
constipation,pathya,Chikoo (Sapota),chikoo_sapota,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+2,,no — extrapolated,,,,,
constipation,pathya,Chilgoza (Pine Nuts),pine_nuts,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+1,,bhavaprakasha,,,,,
constipation,pathya,Daliya (Broken Wheat),daliya,cooked,sweet,laghu; snigdha,cooling,sweet,V-1 P-1 K+1,,bhavaprakasha,,,,,
constipation,pathya,Draksha (Grapes),grapes,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Phalottama — the texts call Draksha the best of fruits and give it in all three Doshas, which no other madhura, guru fruit here earns.",bhavaprakasha,,,,,
constipation,pathya,Eranda-karkati (Papaya),papaya,ripe,sweet,guru; tikshna,heating,pungent,V-1 P+1 K-1,Deepana and Bhedana — the digestive and purgative action that makes papaya a medicine for a sluggish gut and a uterine stimulant in pregnancy. Both come from the same Prabhava.,bhavaprakasha,,,,,
constipation,pathya,Eranda-karkati (Raw Papaya),raw_papaya,unripe,astringent; bitter,laghu; tikshna; ruksha,heating,pungent,V+1 P+1 K-2,"Bhedana and a uterine stimulant — unripe papaya carries the action far more strongly than the ripe fruit, which is the whole basis of the pregnancy bar.",bhavaprakasha,,,,,
constipation,pathya,Flax Milk,flax_milk,prepared,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-1 P+1 K+0,"Atasi is ushna virya and katu vipaka against a madhura-kashaya rasa, and Pitta-vardhaka with it — the classical caution on flax, which is why it is a Vata-Kapha seed and not a cooling one. Cited for the seed; carried to the milk by extrapolation.",no — extrapolated,,,,,
constipation,pathya,Garjara (Carrot),carrot,cooked,sweet; bitter,laghu; ruksha,heating,pungent,V-1 P+1 K-1,"Deepana and Grahi — Garjara is warming and binding, which is why it is a winter root and not the cooling one its madhura rasa suggests.",bhavaprakasha,,,,,
constipation,pathya,Godhuma (Whole Wheat Roti),roti_whole_wheat,cooked,sweet,guru; snigdha; sthira,cooling,sweet,V-2 P-1 K+2,"Brimhana and Jivana — wheat builds tissue, which is the action that makes it Vata's staple and Kapha's burden at the same time.",bhavaprakasha,,,,,
constipation,pathya,Godugdha (Cow's Milk),milk_full_fat,prepared,sweet,guru; snigdha; manda; picchila,cooling,sweet,V-2 P-2 K+2,Ojas-vardhaka and Rasayana — the action that makes milk a therapy rather than a food (Charaka Sutrasthana 27).,bhavaprakasha,,,,,
constipation,pathya,Goghrita (Cow's Ghee),ghee_oil,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,"Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Vata-Pitta hara, Ojas-vardhaka.",bhavaprakasha,,,,,
constipation,pathya,Goghrita (Cow's Ghee),ghee,prepared,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+1,Agni-deepana while being snigdha and guru — the classical exception that makes Ghrita the one fat given to a weak Agni rather than withheld from it (Charaka Sutrasthana 13). Ojas-vardhaka.,bhavaprakasha,,,,,
constipation,pathya,Jiraka (Cumin),cumin_jeera,prepared,pungent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Vata-anulomana. Katu rasa raises Vata by rule; Jiraka relieves it, by kindling Agni and clearing the Anaha through which Vata accumulates. Classically vata-kapha hara.",bhavaprakasha,,,,,
constipation,pathya,Kadali (Banana),banana,ripe,sweet; astringent,guru; snigdha; picchila,cooling,sour,V-1 P+0 K+2,"Amla vipaka against a madhura-kashaya rasa — the classical exception for Kadali, and the reason banana with milk is named Viruddha.",bhavaprakasha,,,,,
constipation,pathya,Kharjura (Dates),dates,ripe,sweet,guru; snigdha; mridu,cooling,sweet,V-2 P-2 K+2,"Brimhana and Balya — Kharjura is the classical convalescent fruit, given to rebuild after depletion where its guru guna would otherwise argue against it.",bhavaprakasha,,,,,
constipation,pathya,Kiwi,kiwi,ripe,sweet; sour,laghu; snigdha,cooling,sour,V-1 P+0 K+0,,no — extrapolated,,,,,
constipation,pathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
constipation,pathya,Mastu (Whey),whey,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Srotoshodhaka — it clears the channels, which is why the watery part of curd is given where curd itself blocks them.",bhavaprakasha,,,,,
constipation,pathya,Nagaranga (Orange),orange,ripe,sweet; sour,laghu; snigdha,cooling,sweet,V-1 P+0 K+1,,bhavaprakasha,,,,,
constipation,pathya,Nashpati (Pear),pear,ripe,sweet; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K+0,,bhavaprakasha,,,,,
constipation,pathya,Nimbu Jala (Lemon Water),lemon_water,prepared,sour,laghu; ruksha,heating,sour,V-1 P+1 K-1,"Kapha-hara despite amla rasa, which raises Kapha by rule. Nimbu's laghu-ruksha guna and its deepana-lekhana action govern — the reason warm lemon water is the classical morning drink for Ama and not a Kapha-aggravating one.",bhavaprakasha,,,,,
constipation,pathya,Oats Porridge,oats,cooked,sweet; astringent,guru; picchila; snigdha,cooling,sweet,V-1 P-1 K+1,,no — extrapolated,,,,,
constipation,pathya,Palanki (Beetroot),beetroot,cooked,sweet,guru; snigdha,heating,sweet,V-1 P+1 K+1,,bhavaprakasha,,,,,
constipation,pathya,Perukam (Guava),guava,ripe,sweet; sour; astringent,guru; ruksha,cooling,sweet,V+1 P-1 K-1,,bhavaprakasha,,,,,
constipation,pathya,Pineapple,pineapple,ripe,sweet; sour,guru; tikshna,heating,sour,V-1 P+1 K-1,,no — extrapolated,,,,,
