condition,ayurvedic_name,kind,item,enforced_by_scan,modern_extrapolated,classical_ref,mechanism,item_ok,vaidya_notes
common_cold,Pratishyaya,pathya,black pepper,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,pathya,honey,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,pathya,turmeric milk,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,pathya,light khichdi,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,pathya,warm soups,,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,curd,yes,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,banana,yes,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,cold drinks,yes,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,ice cream,yes,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,deep-fried foods,yes,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,heavy dairy,no,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
common_cold,Pratishyaya,apathya,sleeping during the day,no,,Ashtanga Hridayam Uttara 24 (Nasaroga); Charaka Chikitsa 26,Cold and heavy foods increase Kapha and prolong Pratishyaya.,,
constipation,Vibandha / Anaha,pathya,warm water in morning,,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,castor oil (Eranda) in milk,,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,figs (Anjeer),,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,flaxseeds,,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,psyllium husk,,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,"triphala (Haritaki, Amalaki, Bibhitaki)",,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,pathya,ghee in food,,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,apathya,"dry, light foods in excess",no,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,apathya,cold water,no,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,apathya,suppressing the urge to defecate,no,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
constipation,Vibandha / Anaha,apathya,excess travel/exertion,no,,Charaka Sutra 28; Ashtanga Hridayam Chikitsa 9,"Dry, rough and cold foods harden the stool and increase Vata.",,
depression,Vishada / Manasa Avasada,pathya,warm light freshly cooked food,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,cow's ghee,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,saffron milk,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,dates,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,Brahmi and Jatamansi preparations,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,sesame seeds,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,pathya,warming spices,,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,apathya,heavy cold Kapha-increasing foods,no,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,apathya,excess sweets,no,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,apathya,alcohol,yes,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,apathya,stale and reheated food,yes,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
depression,Vishada / Manasa Avasada,apathya,sleeping during the day,no,,Charaka Chikitsa 9 (Unmada); Charaka Sutra 11,"Heavy, cold and stale foods increase Kapha and Tamas in the Manovaha srotas.",,
diabetes,Prameha / Madhumeha,pathya,bitter gourd (Karela),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,fenugreek seeds (Methi),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,barley (Yava),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,moong dal (Mudga),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,amla (Amalaki),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,turmeric (Haridra),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,pathya,neem leaves (Nimba),,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,sugar,yes,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,jaggery in excess,yes,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,white rice,yes,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,maida/refined flour,yes,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,sweet fruits,no,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,heavy dairy,no,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
diabetes,Prameha / Madhumeha,apathya,cold drinks,yes,,Charaka Chikitsa Sthana 6 (Prameha Chikitsa); Ashtanga Hridayam Nidana 10,High-glycaemic / sweet — Apathya in Prameha.,,
eczema,Vicharchika (Kshudra Kushtha),pathya,bitter vegetables,,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,neem (Nimba),,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,turmeric (Haridra),,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,moong dal,,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,old rice,,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,cow's ghee,,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),pathya,pointed gourd (Patola),,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,milk with fish — the classical Viruddha pair,yes,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,curd,yes,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,sour foods,no,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,excess salt,no,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,seafood,no,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,brinjal,yes,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
eczema,Vicharchika (Kshudra Kushtha),apathya,sour fruits,no,,Charaka Chikitsa 7 (Kushtha); Sushruta Nidana 5,"Sour, salty and Viruddha foods provoke Kushtha; milk with fish is the classical pair.",,
epilepsy,Apasmara,pathya,Brahmi ghrita and other medicated ghee,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,pathya,cow's milk,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,pathya,old rice,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,pathya,moong dal,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,pathya,light sattvic food,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,pathya,regular meals,,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,alcohol,yes,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,heavy meat,no,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,stale and fermented food,yes,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,incompatible combinations (Viruddha Ahara),no,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,excess pungent food,no,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
epilepsy,Apasmara,apathya,fasting to exhaustion,no,,Charaka Chikitsa 10 (Apasmara); Ashtanga Hridayam Uttara 7,"Alcohol, stale and incompatible foods disturb the Manovaha srotas in Apasmara.",,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,turmeric (Haridra),,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,amla,,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,kutki (Picrorhiza kurroa),,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,moong dal,,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,leafy greens (cooked),,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,bitter gourd,,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,pathya,garlic,,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,alcohol (absolute contraindication),yes,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,excess oil and fat,no,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,processed foods,yes,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,sugar,yes,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,red meat,no,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fatty_liver,Yakrit Vikara / Yakrit Vriddhi,apathya,cold foods,no,,Charaka Chikitsa 18 (Kamala Chikitsa); Sushruta Uttara 44,Fried / alcohol / refined sugar burden the liver.,,
fibromyalgia,Mamsagata Vata with Ama,pathya,warm easily digestible food,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,cow's ghee,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,dry ginger,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,turmeric,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,moong soup,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,old rice,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,pathya,warm water,,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,apathya,cold and raw foods,no,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,apathya,curd,yes,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,apathya,fermented foods,yes,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,apathya,strong coffee and black tea,yes,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
fibromyalgia,Mamsagata Vata with Ama,apathya,irregular meal times,no,,Charaka Chikitsa 28 (Vatavyadhi); Charaka Chikitsa 15 (Ama),"Cold, raw and fermented foods deepen Ama and aggravate Vata in Mamsa dhatu.",,
gallstones,Pittashmari / Yakrit Vikara,pathya,barley (Yava),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,moong dal,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,bitter greens,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,turmeric (Haridra),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,amla (Amalaki),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,warm water,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,light early dinner,,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,pathya,pointed gourd (Patola),,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,deep-fried foods,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,butter and cream,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,excess ghee,no,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,red meat,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,egg yolk,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,full-fat cheese and paneer,yes,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
gallstones,Pittashmari / Yakrit Vikara,apathya,heavy late-night meals,no,,Sushruta Nidana 3 (Ashmari); Charaka Chikitsa 26,A high-fat meal contracts the gallbladder; fried and rich foods provoke an attack.,,
glaucoma,Adhimantha,pathya,Triphala preparations,,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,pathya,amla (Amalaki),,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,pathya,cow's ghee,,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,pathya,green leafy vegetables,,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,pathya,carrot (Garjara),,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,pathya,cooling sweet foods,,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,excess salt,no,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,coffee and strong black tea,yes,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,alcohol,yes,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,large volumes of fluid at one time,no,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,very hot and pungent food,no,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
glaucoma,Adhimantha,apathya,suppression of natural urges,no,,Sushruta Uttara 6 (Netraroga); Ashtanga Hridayam Uttara 15,"Sodium, caffeine and alcohol raise intraocular pressure; Pitta-provoking food worsens Adhimantha.",,
gout,Vatarakta,pathya,old rice (Puranashali),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,barley (Yava),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,moong dal (Mudga),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,bitter gourd (Karela),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,pointed gourd (Patola),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,amla (Amalaki),,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,cow's ghee,,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
gout,Vatarakta,pathya,cow's milk,,,Charaka Chikitsa 29 (Vatashonita); Ashtanga Hridayam Nidana 16,"Purine-rich, fermented and sour foods aggravate Rakta and Vata in Vatarakta.",,
